incdtno,year,month,day,timehr,timemin,ampm,type,state,temp,visiblty,weather,trnspd,tons,loadf1,emptyf1,cause,acctrk,acctrkcl,enghr,cdtrhr,cntycd
0822SX023,22,8,29,9,45,PM,12,48,80,4,2.0,4,8159,41,87,H,2,1,3,3,395
0822SX025,22,8,30,6,0,PM,12,48,80,3,3.0,10,6631,49,10,H,2,1,2,2,29
KS0822105,22,8,10,10,39,AM,1,48,90,2,2.0,10,1474,11,8,H,2,1,3,3,375
0822SX025,22,8,30,6,0,PM,12,48,80,3,3.0,4,225,2,2,H,2,1,3,3,29
0822TO015,22,8,18,2,15,AM,1,48,73,4,2.0,7,108,2,1,T,4,1,5,5,139
0822TO024,22,8,23,2,30,PM,1,48,79,2,2.0,9,1315,7,8,H,2,1,7,7,139
0822TO028,22,8,23,3,45,PM,1,48,82,2,2.0,5,9914,66,34,T,2,1,8,8,141
0822TO034,22,8,28,3,5,PM,1,48,95,2,1.0,22,4867,2,106,T,1,4,10,10,217
0822SX003,22,8,5,2,15,PM,1,48,96,2,1.0,22,9621,134,0,E,1,5,6,6,491
RD0822107,22,8,7,8,30,PM,1,48,94,3,1.0,0,6247,44,0,E,4,1,3,3,139
0822SX009,22,8,15,3,0,PM,1,48,88,2,2.0,4,2848,7,2,T,2,1,7,7,29
0722ES019,22,7,15,10,30,AM,13,48,85,2,1.0,15,0,0,1,E,1,4,3,3,201
KS0822102,22,8,5,7,20,PM,1,48,90,3,1.0,3,5143,27,48,E,2,1,2,2,375
RD0722225,22,7,29,2,31,AM,7,48,89,4,1.0,20,7125,94,0,M,1,4,6,6,439
2,22,7,26,8,0,PM,3,48,91,3,1.0,5,2000,20,17,H,2,1,7,7,245
172105,22,9,20,11,59,AM,7,48,87,2,1.0,72,0,0,0,M,1,4,6,6,157
20028,22,8,5,11,50,PM,7,48,99,4,1.0,77,0,0,0,M,1,5,7,7,439
RD0722118,22,7,24,10,35,AM,1,48,91,2,1.0,50,17729,124,0,E,1,4,3,3,251
RD0722128,22,7,30,11,59,PM,1,48,85,4,1.0,5,8506,62,17,H,2,1,8,8,201
0622MA007,22,6,1,10,10,AM,13,48,69,2,2.0,1,800,10,6,E,2,1,2,3,183
0622SX004,22,6,3,6,42,PM,1,48,92,3,1.0,36,21300,149,1,M,1,3,5,5,285
0622SX018,22,6,22,2,40,PM,9,48,95,2,1.0,24,4020,6,0,M,1,4,4,4,29
0622SX027,22,6,27,7,0,AM,13,48,76,2,1.0,0,80,1,0,H,2,1,3,3,29
0622TO003,22,6,6,3,40,PM,1,48,97,2,1.0,3,4499,14,78,H,2,1,9,8,141
0622TO023,22,6,19,1,59,PM,1,48,98,2,1.0,22,3187,0,149,T,1,4,1,1,395
0622TO032,22,6,23,2,30,PM,1,48,95,2,1.0,29,17875,125,0,T,3,3,9,9,145
KS1022103,22,10,7,6,33,PM,6,48,55,3,2.0,9,3592,12,60,M,2,1,3,2,381
RD1122120,22,11,17,11,30,AM,1,48,55,2,2.0,9,1574,1,22,H,2,1,3,3,201
RD0922105,22,9,7,9,0,PM,1,48,82,4,2.0,5,6344,61,0,T,4,1,5,5,161
KS0922110,22,9,26,7,40,AM,1,48,75,1,1.0,5,16577,116,0,T,4,1,3,3,117
0822SX020,22,8,24,8,45,PM,1,48,80,4,1.0,0,0,0,0,H,3,5,3,3,29
2022000048,22,10,10,8,30,PM,4,48,82,4,1.0,5,246,4,0,H,4,1,4,4,201
KS1022107,22,10,15,12,2,PM,1,48,70,2,1.0,6,442,4,0,E,2,1,3,4,375
RD1022115,22,10,17,3,30,AM,1,48,65,4,2.0,3,17733,124,0,E,4,1,3,3,161
DGN969822,22,5,27,7,0,PM,1,48,88,2,1.0,5,9576,72,0,T,2,1,5,5,85
0822SX014,22,8,15,9,20,PM,12,48,80,4,3.0,6,700,1,6,M,2,1,2,3,479
1022GC013,22,10,15,7,0,PM,12,48,77,3,1.0,3,5051,37,13,M,2,1,3,3,245
0822SX020,22,8,24,8,45,PM,1,48,80,4,1.0,5,8701,106,25,H,3,5,10,3,29
0822SX014,22,8,15,9,20,PM,12,48,80,4,3.0,2,1091,15,0,M,2,1,3,3,479
22072701,22,7,27,8,50,AM,7,48,90,2,1.0,46,3097,0,100,M,1,4,9,9,481
DGN966422,22,5,22,5,30,PM,1,48,65,2,1.0,10,132,0,4,T,2,1,4,4,113
22080101,22,8,1,9,5,PM,12,48,91,4,1.0,10,860,3,4,H,1,1,4,4,251
0422GC011,22,4,8,6,0,PM,1,48,77,3,1.0,3,368,0,11,E,2,1,1,3,39
220408005,22,4,8,4,35,AM,1,48,80,1,1.0,10,9730,79,1,T,1,1,10,10,453
KS0622115,22,6,24,9,40,PM,1,48,75,4,1.0,6,10235,67,57,M,2,1,1,1,375
RLAX51922,22,5,19,1,15,PM,1,48,92,2,1.0,5,600,0,20,H,2,1,5,5,71
0622HO012,22,6,9,2,40,AM,1,48,79,4,1.0,6,7434,23,123,H,3,1,8,10,201
0622HO026,22,6,27,8,15,AM,1,48,92,2,1.0,7,4776,33,22,T,2,1,1,3,201
0622GC010,22,6,15,7,15,AM,7,48,78,1,1.0,35,7014,38,50,M,1,4,2,2,245
0522HO031,22,5,31,3,15,AM,1,48,84,4,1.0,3,13548,104,0,H,4,1,7,3,167
KS0722113,22,7,30,10,59,PM,1,48,85,4,1.0,5,5970,12,125,E,2,1,1,1,375
KS0722115,22,7,31,11,51,PM,1,48,85,4,1.0,5,3418,22,13,T,2,1,3,7,375
2022000028,22,6,22,3,0,AM,5,48,75,4,1.0,0,898,5,11,H,2,1,3,3,201
DGN994722,22,7,20,6,51,PM,1,48,107,3,1.0,10,7348,40,70,M,1,3,8,8,113
RD0722115,22,7,18,1,0,PM,1,48,98,2,1.0,3,10998,76,41,H,2,1,5,5,291
22090201,22,9,2,8,25,PM,1,48,80,2,2.0,1,6687,42,3,H,2,1,5,5,221
0822HO022,22,8,18,1,0,PM,12,48,93,2,2.0,5,31,0,1,M,2,1,3,3,201
0822HO038,22,8,28,10,5,PM,1,48,83,4,1.0,3,0,0,0,H,2,1,6,3,201
RD1222132,22,12,31,10,40,PM,1,48,52,4,1.0,2,1760,16,0,H,2,1,8,8,27
0822GC017,22,8,19,10,20,PM,1,48,77,4,1.0,10,4071,32,19,H,2,1,3,3,469
0822HO003,22,8,2,4,50,PM,1,48,99,2,1.0,18,564,4,0,M,2,1,1,3,201
0822HO005,22,8,5,4,0,AM,1,48,81,1,2.0,4,917,0,8,M,2,1,5,3,201
0822HO008,22,8,6,12,5,PM,12,48,83,2,2.0,0,31,0,1,M,2,1,3,3,201
0822HO008,22,8,6,12,5,PM,12,48,83,2,2.0,19,284,1,0,M,2,1,5,3,201
0822HO017,22,8,12,5,1,PM,1,48,83,2,1.0,6,2145,0,7,H,2,1,5,3,201
0822HO022,22,8,18,1,0,PM,12,48,93,2,2.0,10,7820,0,14,M,2,1,6,3,201
220922003,22,9,22,6,47,PM,1,48,90,3,1.0,18,1716,0,66,T,1,2,11,11,53
1122SX001,22,11,2,5,15,AM,12,48,57,1,1.0,8,5234,42,15,H,2,1,5,5,29
1122SX022,22,11,17,3,30,PM,1,48,59,2,2.0,2,3971,20,60,S,2,1,7,7,29
1122TO001,22,11,2,7,50,AM,11,48,58,2,1.0,40,9324,118,41,E,1,4,2,2,353
1122TO016,22,11,10,2,0,PM,7,48,70,2,2.0,0,0,0,0,M,1,4,3,3,141
1122TO029,22,11,27,12,41,AM,12,48,53,4,1.0,8,2596,3,66,H,1,5,2,2,141
1122HO004,22,11,8,8,10,AM,1,48,72,2,2.0,4,9843,48,110,H,1,4,8,8,201
1122HO007,22,11,11,3,55,AM,12,48,65,4,1.0,4,31,0,1,M,2,1,3,3,201
1122HO013,22,11,13,11,30,PM,12,48,55,4,2.0,4,31,1,0,M,2,1,3,3,201
1122HO020,22,11,18,7,28,AM,12,48,49,2,2.0,0,3918,27,13,H,2,1,8,3,201
1122HO024,22,11,22,8,59,AM,7,48,47,2,2.0,39,4725,61,0,M,1,4,4,4,291
PTRA00003F,22,11,19,6,4,PM,5,48,46,4,1.0,7,758,0,23,H,2,1,4,4,201
RD1222117,22,12,15,3,37,PM,1,48,50,2,1.0,7,2820,20,0,T,4,1,3,3,181
RD1222129,22,12,30,6,15,AM,12,48,60,1,1.0,4,1960,14,0,H,2,1,11,11,29
1122HO007,22,11,11,3,55,AM,12,48,65,4,1.0,4,130,1,0,M,2,1,3,3,201
22102201,22,10,22,2,20,AM,1,48,68,4,1.0,36,4408,25,2,H,1,3,8,8,143
221204001,22,12,4,1,45,PM,1,48,60,2,1.0,3,285,0,9,T,4,1,6,6,53
220628004,22,6,28,9,37,PM,1,48,85,4,1.0,8,6570,45,0,M,1,3,4,4,53
220629004,22,6,29,5,14,AM,1,48,85,1,1.0,10,10220,70,0,T,1,1,10,10,453
RD1222109,22,12,13,8,44,AM,1,48,45,1,3.0,0,159,0,3,M,2,1,3,3,439
172685,22,11,10,4,42,PM,7,48,66,2,1.0,77,0,0,0,M,1,4,7,7,141
1022TO027,22,10,27,12,46,PM,7,48,68,2,1.0,34,10823,97,1,M,1,4,5,5,251
1222HO002,22,12,2,9,0,AM,1,48,68,2,2.0,7,8750,45,80,E,2,1,11,11,201
1222HO003,22,12,3,5,15,AM,1,48,71,1,1.0,3,9758,68,77,H,1,1,7,7,201
1222HO011,22,12,12,8,0,AM,1,48,64,2,2.0,4,5604,20,43,H,2,1,9,9,201
1222HO017,22,12,14,1,51,PM,13,48,66,2,1.0,0,32,0,1,M,2,1,3,3,201
1222HO022,22,12,16,10,50,PM,12,48,44,4,1.0,4,1508,2,0,M,2,1,8,3,201
1222HO022,22,12,16,10,50,PM,12,48,44,4,1.0,5,93,3,0,M,2,1,3,3,201
1222HO022,22,12,16,10,50,PM,12,48,44,4,1.0,0,31,1,0,M,2,1,3,3,201
1222HO030,22,12,24,1,15,PM,1,48,37,2,1.0,10,3886,26,13,S,2,1,6,3,201
1222HO035,22,12,30,9,8,AM,1,48,60,2,1.0,5,3313,0,120,M,4,1,11,11,339
1222HL004,22,12,4,11,0,AM,1,48,54,2,1.0,0,12130,210,0,H,2,1,3,3,111
1222HL004,22,12,4,11,0,AM,1,48,54,2,1.0,10,3609,18,49,H,2,1,3,3,111
PTRA00003F,22,11,19,6,4,PM,5,48,46,4,1.0,6,956,8,0,H,2,1,4,4,201
0922TO021,22,9,21,11,30,AM,7,48,90,2,1.0,0,0,0,0,M,1,4,3,3,113
0422TO031,22,4,27,6,19,PM,1,48,74,3,2.0,6,931,0,105,H,1,2,2,2,113
1222MA014,22,12,12,5,45,PM,1,48,59,2,2.0,26,12144,89,35,H,1,3,9,3,459
1222TO003,22,12,3,6,10,AM,12,48,50,1,2.0,5,62,2,0,H,2,1,3,3,113
1222TO003,22,12,3,6,10,AM,12,48,50,1,2.0,4,0,4,3,H,2,1,7,3,113
1222TO008,22,12,6,1,22,AM,1,48,67,4,2.0,5,1796,0,26,H,2,1,4,4,139
1222TO009,22,12,6,2,48,AM,12,48,63,4,1.0,5,183,0,3,H,2,1,3,3,309
1222TO009,22,12,6,2,48,AM,12,48,63,4,1.0,5,840,1,14,H,2,1,8,8,309
1222TO018,22,12,12,11,30,PM,1,48,56,4,3.0,29,12014,97,77,E,1,3,10,10,181
1222TO038,22,12,31,5,22,AM,12,48,49,1,1.0,0,31,0,1,M,2,1,3,3,439
1222TO038,22,12,31,5,22,AM,12,48,49,1,1.0,3,4678,34,9,M,2,1,5,3,439
1222TO039,22,12,31,10,40,PM,1,48,60,4,1.0,0,0,0,0,H,2,1,8,8,27
172125,22,9,21,11,8,AM,7,48,91,2,1.0,53,0,0,0,M,1,4,3,3,113
0922HO026,22,9,20,11,59,AM,7,48,80,2,1.0,0,0,0,0,M,1,4,3,3,157
1122TO025,22,11,23,8,23,AM,9,48,53,2,2.0,8,9893,78,14,M,1,4,9,9,439
1122SX001,22,11,2,5,15,AM,12,48,57,1,1.0,5,31,1,0,H,2,1,3,3,29
1222HO029,22,12,26,10,0,PM,1,48,39,4,2.0,6,0,0,0,H,4,1,6,5,201
PR0321103,21,3,12,8,3,PM,1,56,31,3,1.0,10,264,0,8,H,2,1,11,11,5
PR0321105,21,3,14,2,0,PM,4,56,32,2,6.0,6,3035,1,134,H,2,1,3,3,31
CA0821110,21,8,21,8,0,AM,1,6,72,3,1.0,5,357,3,0,H,2,1,3,3,77
0821NC041,21,8,27,3,7,PM,1,6,79,2,1.0,8,9262,56,45,H,1,3,6,6,93
1221LA044,21,12,29,5,30,PM,1,6,51,2,3.0,10,6665,104,2,H,2,1,8,3,37
X20110821,21,11,8,10,18,AM,7,12,75,2,1.0,0,0,0,0,M,1,4,3,3,11
168277,21,9,7,2,8,PM,7,12,91,2,1.0,47,0,0,0,M,1,3,7,7,117
201811,21,12,11,5,30,PM,12,13,75,3,1.0,4,0,32,8,S,2,1,3,3,299
201811,21,12,11,5,30,PM,12,13,75,3,1.0,4,0,26,8,S,2,1,2,3,299
201930,21,12,17,5,18,PM,1,13,71,2,1.0,7,0,33,0,T,2,1,1,3,245
201946,21,12,17,10,0,PM,4,13,67,4,1.0,6,0,11,0,H,2,1,7,3,299
140320,21,1,20,7,50,AM,12,13,52,1,1.0,4,0,35,7,H,2,2,1,3,21
0821GL031,21,8,30,12,0,PM,13,19,79,2,1.0,0,29,0,1,M,1,3,3,3,113
0521GL029,21,5,27,9,28,PM,1,19,45,4,2.0,4,2722,6,51,H,2,1,6,3,15
2021041,21,8,15,8,17,AM,1,19,63,2,1.0,0,0,0,0,H,2,1,3,3,155
0621GL031,21,6,28,1,30,PM,12,19,82,2,2.0,5,901,1,22,H,2,1,5,3,155
1021PR001,21,10,1,6,24,AM,12,17,61,1,1.0,0,825,11,4,M,2,1,3,3,31
CH0821109,21,8,23,8,28,PM,1,17,88,3,1.0,3,110,1,0,T,2,1,5,5,95
9419000384,21,8,5,11,6,AM,1,17,84,2,1.0,5,300,5,0,H,1,2,7,6,31
9419000386,21,8,5,7,25,PM,13,17,83,3,1.0,5,0,0,0,H,2,2,6,5,31
202136014,21,10,29,3,20,PM,7,18,50,2,2.0,10,4408,22,45,M,1,1,13,13,95
143008,21,9,30,10,35,AM,13,18,58,2,1.0,3,0,15,0,H,2,1,1,1,23
200180,21,9,18,4,13,AM,1,18,85,1,1.0,7,0,52,21,T,2,1,5,5,97
644281,21,10,7,8,25,AM,1,18,75,2,1.0,7,12756,90,0,M,4,1,2,2,153
0121HL011,21,1,18,7,55,AM,12,20,30,1,2.0,3,4568,26,37,H,2,1,1,3,209
0121HL022,21,1,28,7,30,AM,1,20,22,1,2.0,5,7795,49,38,T,2,1,5,5,173
KS0121105,21,1,3,12,30,PM,12,20,42,2,1.0,7,2112,12,24,H,2,1,5,5,173
KS0121107,21,1,6,11,52,PM,1,20,36,4,2.0,3,5523,31,56,T,2,1,3,3,79
KYL795821L,21,6,8,5,30,PM,9,20,85,2,1.0,10,0,0,1,H,1,1,8,3,123
143092,21,10,7,8,20,PM,13,21,72,4,1.0,5,0,1,0,H,4,1,3,3,211
143092,21,10,7,8,20,PM,13,21,72,4,1.0,5,0,1,0,H,4,1,3,3,211
143092,21,10,7,8,20,PM,13,21,72,4,1.0,5,0,1,0,H,4,1,3,3,211
197062,21,4,16,6,57,AM,1,22,72,1,1.0,0,0,0,0,H,2,1,3,3,71
0521GC019,21,5,9,8,38,AM,7,22,74,2,2.0,43,9655,73,88,M,1,3,6,3,81
21050603,21,5,6,3,40,PM,1,22,83,2,1.0,10,6807,95,0,T,4,1,8,8,61
RD1021203,21,10,8,8,0,AM,7,22,75,1,1.0,13,5,0,1,M,1,4,3,2,57
PWR859221A,21,8,19,1,0,PM,13,25,82,2,3.0,0,0,4,0,M,4,1,3,3,27
167839,21,7,24,6,36,AM,9,25,65,1,1.0,100,0,0,0,M,1,6,1,1,5
201258,21,11,11,10,17,AM,1,26,51,2,2.0,6,969,3,19,H,4,1,1,1,81
21030502,21,3,5,9,5,PM,13,29,40,4,1.0,0,0,0,0,H,2,1,3,3,95
0321HL015,21,3,24,1,5,AM,1,29,51,4,3.0,4,10611,75,0,M,1,2,6,6,95
0521GP029,21,5,30,11,10,AM,12,31,58,2,3.0,0,139,1,0,M,2,1,3,3,111
0521HL015,21,5,24,10,49,AM,1,31,69,2,2.0,9,650,7,0,T,4,1,2,2,25
0521GP029,21,5,30,11,10,AM,12,31,58,2,3.0,2,552,2,0,M,2,1,4,3,111
0221GP007,21,2,7,11,22,AM,12,31,2,2,6.0,4,143,1,0,S,2,2,3,3,111
0221GP007,21,2,7,11,22,AM,12,31,2,2,6.0,0,30,0,1,S,2,2,3,3,111
0221GP019,21,2,15,5,36,PM,7,31,-1,2,2.0,40,3415,0,110,M,1,4,2,2,47
TC0621204,21,6,29,5,53,AM,7,31,60,1,4.0,39,6962,30,78,M,1,4,8,8,43
201079,21,11,3,7,30,AM,1,34,39,1,1.0,2,800,6,4,H,4,1,9,9,35
143586,21,11,25,4,40,AM,12,34,35,1,1.0,0,0,42,20,H,2,9,6,6,13
169572,21,10,14,9,30,PM,13,34,52,4,1.0,0,0,0,0,T,1,3,3,3,17
169573,21,10,14,9,20,PM,13,34,66,4,2.0,0,0,0,0,T,1,3,3,3,17
169011,21,11,6,3,13,AM,13,34,38,4,1.0,0,0,0,0,T,1,3,3,3,21
169569,21,11,8,6,45,PM,13,34,50,4,1.0,0,0,0,0,T,1,6,3,3,21
202106261,21,6,9,4,9,PM,1,34,82,2,1.0,5,0,0,0,H,2,1,8,8,17
20211023,21,10,23,2,52,PM,7,34,62,2,2.0,40,0,0,0,M,1,4,8,3,21
202105215,21,5,6,10,18,PM,1,34,51,4,2.0,5,0,0,0,T,2,1,4,4,17
20210624A,21,6,24,2,8,PM,13,34,78,2,1.0,25,0,0,0,M,1,4,3,3,5
SW1121102,21,11,27,4,45,PM,1,35,45,2,1.0,9,9288,44,104,H,2,1,7,7,31
SW1221104,21,12,12,10,25,PM,1,35,33,4,1.0,63,5580,68,0,T,1,5,4,4,11
SW0721110,21,7,29,2,2,PM,1,35,98,2,1.0,5,3124,22,0,T,4,1,7,7,1
SW0821109,21,8,24,1,45,PM,1,35,90,2,1.0,5,0,0,0,T,2,1,7,7,15
SW0921101,21,9,1,2,45,PM,1,35,82,2,2.0,3,2196,16,0,T,2,0,5,5,5
142902,21,9,20,9,45,PM,1,34,70,4,1.0,0,0,0,0,H,1,1,3,3,13
142928,21,9,24,12,47,PM,1,34,70,2,1.0,4,420,12,0,T,4,1,4,4,17
168427,21,9,16,5,8,PM,13,34,80,3,1.0,0,0,0,0,T,1,3,3,3,17
202109383,21,9,5,10,0,PM,1,34,72,4,3.0,5,0,0,0,H,2,1,1,1,29
202109390,21,9,16,5,8,PM,13,34,80,3,1.0,30,0,0,0,T,1,3,7,7,17
166177,21,1,11,3,35,AM,9,34,25,4,2.0,5,0,0,2,H,1,3,4,3,17
166177,21,1,11,3,35,AM,9,34,25,4,2.0,0,0,0,2,H,1,3,4,3,17
202109396,21,9,10,9,58,AM,13,34,80,2,1.0,58,0,0,0,M,1,3,5,5,13
202111484,21,11,13,12,45,AM,1,34,47,4,1.0,5,0,0,0,T,2,1,7,7,29
202112507,21,11,8,6,45,PM,13,34,50,4,1.0,90,0,0,0,T,1,6,3,4,21
20211230,21,12,30,1,51,PM,7,34,52,2,1.0,20,0,0,0,M,1,4,1,3,5
202108329,21,7,22,11,0,PM,1,34,80,4,1.0,5,0,0,0,T,2,1,7,7,17
I09202101,21,9,2,9,48,AM,1,34,70,2,2.0,8,0,0,0,M,2,3,3,3,17
202108352,21,8,24,1,30,AM,1,34,75,4,1.0,5,0,0,0,H,2,1,7,7,29
142666,21,8,20,11,13,PM,13,34,75,4,3.0,4,0,23,21,H,2,1,8,8,7
143712,21,12,10,5,5,AM,7,34,38,1,1.0,8,0,44,34,M,2,1,2,2,7
143719,21,12,8,1,26,PM,12,34,42,2,1.0,0,0,0,1,H,2,1,3,3,13
143719,21,12,8,1,26,PM,12,34,42,2,1.0,4,0,0,2,H,2,1,5,5,13
202104156,21,4,6,11,45,PM,1,34,44,4,1.0,5,0,0,0,E,2,1,4,4,17
202104161,21,4,20,9,35,PM,1,34,65,4,1.0,5,0,0,0,T,2,1,4,4,27
202105176,21,4,30,11,50,PM,1,34,65,4,1.0,4,0,0,0,H,2,1,4,4,27
202106241,21,6,5,12,8,PM,13,34,90,2,1.0,55,0,0,0,M,1,3,5,6,27
140159,21,1,1,4,0,AM,12,34,37,1,1.0,5,0,10,17,H,2,1,12,12,13
140234,21,1,12,2,0,AM,12,34,30,4,1.0,0,0,1,0,H,2,1,3,3,23
140234,21,1,12,2,0,AM,12,34,30,4,1.0,5,0,2,0,H,2,1,10,10,23
140350,21,1,21,2,15,PM,1,34,30,2,1.0,6,0,65,18,H,2,1,6,6,13
202104138,21,3,13,1,14,PM,13,34,40,2,1.0,0,0,0,0,S,1,3,8,8,13
202104139,21,3,26,10,35,AM,13,34,50,2,1.0,5,0,0,0,H,2,1,5,4,17
141837,21,6,9,3,45,PM,1,34,89,2,1.0,8,0,47,0,T,2,1,10,10,13
166702,21,3,25,12,40,AM,9,34,57,4,3.0,0,0,0,1,H,1,5,4,3,13
202112508,21,11,6,3,13,AM,13,34,38,4,1.0,60,0,0,0,T,1,3,2,2,21
202202100,21,12,27,4,25,AM,9,34,30,4,2.0,45,0,0,0,M,1,3,3,3,27
166702,21,3,25,12,40,AM,9,34,50,4,3.0,5,0,0,1,H,1,5,4,3,13
202108331,21,7,7,9,30,PM,7,34,73,4,1.0,45,0,0,0,M,1,3,9,9,27
202111464,21,10,15,12,15,AM,13,34,51,4,1.0,5,0,0,0,T,2,1,3,3,25
202111465,21,10,14,9,30,PM,13,34,52,4,1.0,45,0,0,0,T,1,3,7,7,17
202111466,21,10,14,9,20,PM,13,34,52,4,1.0,45,0,0,0,T,1,3,5,6,17
202111478,21,10,19,11,20,PM,1,34,65,4,1.0,2,0,0,0,H,2,1,5,5,17
143586,21,11,25,4,40,AM,12,34,35,1,1.0,4,0,41,1,H,2,9,6,6,13
143399,21,11,7,6,43,PM,1,34,50,3,1.0,7,0,29,5,H,2,1,2,2,13
143400,21,11,8,1,15,AM,1,34,45,4,1.0,5,0,1,4,H,2,1,1,1,13
202201012,21,12,18,8,15,PM,1,34,45,4,3.0,4,0,0,0,M,2,1,5,6,27
202110406,21,9,3,8,0,PM,13,34,70,3,3.0,35,0,0,0,M,1,3,3,3,35
202110412,21,9,12,5,15,PM,13,34,73,3,2.0,15,0,0,0,H,1,2,6,6,17
143049,21,9,20,9,45,PM,1,34,72,4,1.0,6,12449,53,17,H,1,1,8,8,13
202110421,21,10,4,11,20,PM,1,34,60,4,1.0,5,0,0,0,T,2,1,6,7,25
166702,21,3,25,12,40,AM,9,34,57,4,3.0,10,0,0,1,H,1,5,4,4,13
202110416,21,9,2,1,10,AM,13,34,75,4,3.0,15,0,0,0,M,1,3,9,9,3
0621GP003,21,6,2,3,27,PM,1,31,79,2,1.0,4,614,4,6,M,2,1,3,3,111
0621GP034,21,6,26,7,55,AM,12,31,63,1,2.0,7,6756,50,28,M,2,1,7,3,111
0521GP022,21,5,22,3,26,PM,1,31,78,2,2.0,6,0,0,0,T,2,1,7,3,111
0121GP021,21,1,22,12,45,AM,12,31,31,4,2.0,2,218,0,1,S,2,1,8,3,111
0121GP021,21,1,22,12,45,AM,12,31,31,4,2.0,0,160,2,0,S,2,1,3,3,111
PR0121106,21,1,9,2,15,AM,1,31,25,4,2.0,39,5976,13,132,E,1,4,8,8,91
HL0221117,21,2,20,6,56,PM,1,31,25,3,1.0,10,17203,121,1,H,2,1,7,7,109
0221GP036,21,2,23,7,30,AM,1,31,31,1,1.0,2,13283,97,0,T,4,1,3,3,95
0321GP051,21,3,31,3,45,PM,1,31,48,2,2.0,35,10800,186,0,T,1,4,6,6,19
PR0221111,21,2,28,4,0,AM,12,31,40,1,1.0,9,473,4,1,H,2,1,4,4,13
PR0221202,21,2,13,10,24,AM,7,31,-15,2,6.0,34,18319,132,0,M,1,4,4,4,123
PR0321102,21,3,10,12,32,PM,1,31,50,2,2.0,3,0,0,0,H,2,1,5,3,13
0321GL024,21,3,25,4,52,PM,7,31,49,2,2.0,20,5469,3,100,M,1,4,9,9,53
HL0521105,21,5,14,10,45,PM,1,31,60,4,1.0,10,2894,0,134,H,2,1,7,7,109
HL0521108,21,5,19,1,50,PM,1,31,64,2,2.0,6,1820,14,0,T,4,1,7,7,109
HL0621110,21,6,20,7,0,AM,1,31,71,1,1.0,5,5907,48,19,H,2,1,3,8,109
HL0621115,21,6,25,5,20,PM,1,31,91,3,1.0,18,18959,134,0,T,1,2,2,2,109
HL0221107,21,2,9,5,23,AM,13,31,-17,1,1.0,2,18583,130,0,H,1,4,3,3,25
0521GL001,21,5,1,3,50,PM,1,31,87,2,1.0,10,3434,0,112,E,2,1,3,3,141
0521GP029,21,5,30,11,10,AM,12,31,58,2,3.0,0,35,1,0,M,2,1,3,3,111
0421GP039,21,4,26,1,15,PM,1,31,77,2,1.0,19,15664,110,0,T,2,2,1,1,111
1021GP043,21,10,27,5,30,PM,12,31,60,2,1.0,8,169,2,0,M,2,2,3,3,111
1021GP043,21,10,27,5,30,PM,12,31,60,2,1.0,7,11473,76,49,M,2,2,1,3,111
0921GL007,21,9,7,12,1,PM,7,31,79,2,1.0,22,2992,0,141,M,1,4,4,4,53
0921GP017,21,9,20,4,30,AM,12,31,60,1,2.0,3,278,2,0,E,2,2,4,3,111
0921GP017,21,9,20,4,30,AM,12,31,60,1,2.0,0,278,2,0,E,2,2,3,3,111
0921GP036,21,9,28,12,20,AM,1,31,55,4,1.0,2,810,0,27,E,2,1,8,3,111
1021GP043,21,10,27,5,30,PM,12,31,60,2,1.0,0,214,6,0,M,2,2,2,3,111
PR1021106,21,10,14,10,4,AM,1,31,50,2,1.0,3,5936,31,57,H,2,1,3,3,13
0821GP014,21,8,18,6,45,AM,1,31,69,1,1.0,12,20592,144,0,T,2,2,6,6,157
0821GP020,21,8,22,1,50,PM,12,31,80,2,1.0,2,264,2,0,E,2,1,6,3,111
0821GP020,21,8,22,1,50,PM,12,31,80,2,1.0,3,165,0,5,E,2,1,3,3,111
0821GP023,21,8,22,6,30,PM,1,31,90,3,1.0,4,2574,0,19,E,2,1,4,3,111
0821GP027,21,8,24,5,0,PM,1,31,93,2,1.0,49,2561,0,123,T,1,4,4,4,35
0721GP006,21,7,7,1,10,AM,1,31,67,4,2.0,6,2853,0,38,H,2,1,2,3,111
0721GP026,21,7,19,4,34,AM,12,31,63,1,1.0,14,1311,8,7,H,2,2,4,3,111
0721GP026,21,7,19,4,34,AM,12,31,63,1,1.0,0,10915,69,55,H,2,2,3,3,111
1121GP015,21,11,5,3,0,AM,13,31,47,4,1.0,0,133,0,1,M,2,1,3,3,111
0821GP029,21,8,28,1,37,PM,1,31,88,2,1.0,3,7622,122,0,H,2,2,10,9,111
1221GP001,21,12,2,10,56,AM,1,31,48,2,2.0,10,4391,0,149,T,2,2,10,10,111
1121GP001,21,11,2,12,35,AM,1,31,31,4,2.0,38,8329,48,55,E,1,3,9,9,101
1121GP011,21,11,5,7,0,PM,12,31,55,3,1.0,6,153,3,0,E,2,2,3,3,111
1121GP011,21,11,5,7,0,PM,12,31,55,3,1.0,0,174,3,0,E,2,2,3,3,111
0921GP029,21,9,25,10,45,AM,12,31,63,2,1.0,0,140,1,0,M,2,1,3,3,111
0921GP029,21,9,25,10,45,AM,12,31,63,2,1.0,0,140,1,0,M,2,1,3,3,111
0221GP005,21,2,4,9,0,AM,12,31,27,2,1.0,19,0,1,0,M,2,2,3,3,111
